gene_name	mean_length	median_length	max_length	gene_synonyms
LOC101927854	643.0	643.0	643	
RPL31P20	343.0	343.0	343	RPL31_6_349
THRB-AS1	885.0	885.0	885	
LOC107986011	3748.0	3748.0	3748	
EIF3KP2	668.0	668.0	668	
LOC107986070	431.0	431.0	431	
RARB	2906.7	2949.0	3175	HAP,MCOPS12,NR1B2,RARbeta1,RRB2
RN7SL216P	298.0	298.0	298	
RNA5SP125	120.0	120.0	120	RN5S125
LOC105376998	2384.0	2384.0	2384	
CFL1P7	1659.0	1659.0	1659	
RNA5SP126	109.0	109.0	109	RN5S126
RARB-AS1	557.0	557.0	557	
H3P10	339.0	339.0	339	p16
TOP2B	5555.25	5586.0	5706	top2beta,TOPIIB
MIR4442	42.0	42.0	67	mir-4442
CRIP1P2	427.0	427.0	427	
NGLY1	2376.181818181818	2411.0	2535	CDDG,CDG1V,PNG1,PNGase
RPL32P11	512.0	512.0	512	RPL32_2_350
TAF9BP1	2648.0	2648.0	2648	
OXSM	2512.8333333333335	2518.5	3985	CEM1,FASN2D,KASI,KS
LOC105377000	928.5	928.5	1087	
LINC00692	930.0	930.0	930	
RPEP2	711.0	711.0	711	
LOC105377001	673.0	673.0	673	
LOC105377002	500.0	500.0	711	
HMGB3P12	890.0	890.0	890	
VENTXP4	1463.0	1463.0	1463	VENTX2P4
LOC105377003	5994.0	5994.0	5994	
LRRC3B	5118.5	6710.0	9192	LRP15
NEK10	6413.137931034483	7587.0	11908	
MICOS10P3	526.0	526.0	526	MINOS1P3
LOC105377004	332.0	332.0	332	
RNU6-342P	104.0	104.0	104	
SLC4A7	7696.444444444444	7707.0	8380	NBC2,NBC3,NBCN1,SBC2,SLC4A6
RPS20P15	314.0	314.0	314	RPS20_5_351
UBA52P4	491.0	491.0	491	RPL40_1_352
LOC105377005	258.0	258.0	258	
RNU1-96P	162.0	162.0	162	
RPS27P11	345.0	345.0	345	RPS27_3_353
LOC643634	2207.0	2207.0	2207	
LOC107986071	778.0	778.0	778	
LINC02084	1410.0	1410.0	1410	
EOMES	3161.25	3235.5	3530	TBR2
LINC01980	813.0	813.0	813	
LINC01981	2835.0	2835.0	2835	
LINC01967	330.0	330.0	330	
LOC105377008	3969.0	3969.0	3969	
CMC1	3516.45	874.5	9921	C3orf68
AZI2	2364.3333333333335	1677.0	4467	AZ2,NAP1,TILP
ZCWPW2	4550.9	4592.5	6395	ZCW2
FAM96AP1	482.0	482.0	482	
RPL34P11	422.0	422.0	422	RPL34_6_354
LOC107986012	2155.0	2155.0	2155	
LINC00693	1654.0	1654.0	1654	
LOC105377009	1806.0	1395.0	2654	
MESTP4	2271.0	2271.0	2271	
RBMS3-AS3	880.0	880.0	880	
RBMS3	5222.8125	5671.0	8642	
RPS12P5	427.0	427.0	427	RPS12_1_355
LOC107986013	2269.0	2269.0	2269	
MTND4LP9	174.0	174.0	174	
RBMS3-AS1	554.0	554.0	554	
LOC101927995	3239.1111111111113	2296.0	5805	
LOC105377013	2920.0	2920.0	2920	
LINC01985	572.0	572.0	572	
LOC105377015	1905.0	1905.0	1905	
TGFBR2	4765.8	4530.0	5843	AAT3,FAA3,LDS1B,LDS2,LDS2B,MFS2,RIIC,TAAD2,TBR-ii,TBRII,TGFbeta-RII,TGFR-2
LOC105377016	7967.5	7967.5	9508	
GADL1	3285.0	3655.0	4244	ADC,CSADC,HuADC,HuCSADC
LOC105377017	5500.0	5500.0	5500	
FNBP1P2	1019.0	1019.0	1019	
MIR466	53.5	53.5	84	hsa-mir-466
CNN2P6	1095.0	1095.0	1095	
LOC105377018	573.0	573.0	573	
RNA5SP127	133.0	133.0	133	RN5S127
H3P11	400.0	400.0	400	p17
THRAP3P1	3449.0	3449.0	3449	THRAP3L
LOC105377019	2017.0	2017.0	2017	
STT3B	3757.8	3855.0	4436	CDG1X,SIMP,STT3-B
OSBPL10	3108.5714285714284	2897.0	4328	ORP10,OSBP9
OSBPL10-AS1	544.0	544.0	544	
ZNF587P1	857.0	857.0	857	
ZNF860	4043.6666666666665	4218.0	4696	
RPL21P40	558.0	558.0	558	RPL21_10_356
NIFKP7	2638.0	2638.0	2638	MKI67IPP7
GPD1L	3930.5	3930.5	4062	GPD1-L
RPSAP11	1027.0	1027.0	1027	LAMR,LAMR1P11,LAMRL1,LAMRP1,RPSA_9_357
CMTM8	1146.0	1169.0	1490	CKLFSF8,CKLFSF8-V2
KRT18P15	1412.0	1412.0	1412	KRT18L5
CMTM7	1449.25	1563.5	1856	CKLFSF7
CMTM6	3307.0	3307.0	3307	CKLFSF6,PRO2219
MIR548AY	50.0	22.0	107	hsa-mir-548ay
RPL31P18	432.0	432.0	432	RPL31_7_358
DYNC1LI1	2345.5	2345.5	2485	DLC-A,DNCLI1,LIC1
IGBP1P3	1215.0	1215.0	1215	
RPL30P4	452.0	452.0	452	RPL30_3_359
CNOT10	2676.230769230769	2723.0	2913	
SUGT1P2	1091.0	1091.0	1091	
RPL23AP43	538.0	538.0	538	RPL23A_16_360
LOC105377021	2251.0	2251.0	2251	
TRIM71	8704.0	8704.0	8704	LIN-41,LIN41
CCR4	2565.0	2565.0	3025	CC-CKR-4,CD194,ChemR13,CKR4,CMKBR4,HGCN:14099,K5-5
LOC105377022	2117.0	2117.0	2117	
LOC107986072	1325.0	1325.0	1325	
GLB1	2504.0	2516.5	2760	EBP,ELNR1,MPS4B
LOC107986073	3618.0	3618.0	3618	
SEC13P1	1194.0	1194.0	1194	
SUMO2P10	605.0	605.0	605	
TMPPE	4052.5	4052.5	4310	
RN7SL296P	298.0	298.0	298	
CRTAP	6595.0	6595.0	6595	CASP,LEPREL3,OI7,P3H5
SUSD5	4715.666666666667	4602.0	4988	
FBXL2	3187.896551724138	3110.0	4085	FBL2,FBL3
UBP1	3180.8333333333335	3840.5	4175	LBP-1a,LBP-1B,LBP1A,LBP1B
RNU7-110P	62.0	62.0	62	
RNA5SP128	116.0	116.0	116	RN5S128
CLASP2	6952.3725490196075	7186.0	7402	
COX6CP10	419.0	419.0	419	
SDAD1P3	333.0	333.0	333	
LOC105377023	1786.0	893.0	3702	
PDCD6IP	5167.0	5800.5	6178	AIP1,ALIX,DRIP4,HP95
LOC105377024	1769.0	1769.0	1769	
LINC01811	2321.8	2400.5	3568	
LOC102724048	5825.0	6806.0	7229	
FECHP1	2563.0	2563.0	2563	FECHP
LOC101928135	1040.0	1040.0	1040	
KRT8P18	15177.0	15177.0	15177	
RNU6-243P	107.0	107.0	107	
ARPP21	4732.839285714285	3955.5	15101	ARPP-21,R3HDM3,RCS,TARPP
MIR128-2	42.666666666666664	23.0	84	mir-128-2,mir-128b,MIR128B,MIRN128-2,MIRN128B
RPL36AP17	359.0	359.0	359	RPL36A_4_361
RFC3P1	728.0	728.0	728	
STAC	2772.75	3003.0	3195	STAC1
NBPF21P	21789.0	21789.0	21789	
RN7SKP227	331.0	331.0	331	
DCLK3	4457.75	5231.5	5344	CLR,DCAMKL3,DCDC3C,DCK3
HSPD1P6	2242.0	2242.0	2242	HSPD1-6P,HSPDP6
LOC105377029	487.0	487.0	552	
LOC105377030	694.0	694.0	694	
LINC02033	973.0	973.0	973	
TRANK1	9359.555555555555	10447.0	11413	LBA1
RNU6ATAC4P	125.0	125.0	125	
PRADC1P1	1018.0	1018.0	1018	
EPM2AIP1	8089.0	8089.0	8089	
MLH1	2633.04	2641.0	3034	COCA2,FCC2,hMLH1,HNPCC,HNPCC2
RPL29P11	634.0	634.0	634	RPL29_2_362
LRRFIP2	3135.9821428571427	3223.0	4135	HUFI-2
UBE2D3P2	814.0	814.0	814	
RNU6-1301P	104.0	104.0	104	
UBE2FP1	1334.0	1334.0	1334	
LOC112268444	4032.0	4032.0	4032	
RPS16P4	436.0	436.0	436	RPS16_2_363
LOC105377642	1271.0	1271.0	1271	
LOC152048	2405.0	2405.0	2405	
GOLGA4	7777.368421052632	7763.0	8333	CRPF46,GCP2,GOLG,MU-RMS-40.18,p230
TCEA1P2	2616.0	2616.0	2616	
RNA5SP129	118.0	118.0	118	RN5S129
C3orf35	2657.0666666666666	1772.0	7831	APRG1
ITGA9	7860.0	7860.0	7860	ALPHA-RLC,ITGA4L,RLC
RNU7-73P	55.0	55.0	55	U7.73
RPL21P135	865.0	865.0	865	
ITGA9-AS1	565.0	565.0	620	
NDUFAF4P3	750.0	750.0	750	
CTDSPL	4457.75	4736.5	4838	C3orf8,HYA22,PSR1,RBSP3,SCP3
MIR26A1	40.333333333333336	22.0	77	mir-26a-1,MIR26A,MIRN26A1
VILL	2677.8	2689.0	2787	
PLCD1	2726.8	2698.0	2935	NDNC3,PLC-III
DLEC1	5555.0	5494.0	6908	CFAP81,DLC-1,DLC1,F56
PPP2R2DP1	1123.0	1123.0	1123	
LOC105377033	460.5	460.5	486	
ACAA1	1675.0	1674.0	1944	ACAA,PTHIO,THIO
MYD88	2555.4285714285716	2532.0	2691	MYD88D
LOC101928234	681.0	590.0	917	
OXSR1	3927.0	4283.5	4737	OSR1
SLC22A13	2997.0	2997.0	2997	OAT10,OCTL1,OCTL3,ORCTL-3,ORCTL3
LOC101409262	2860.0	2860.0	2860	
SLC22A14	2608.0	2803.5	2991	OCTL2,OCTL4,ORCTL4
RNU6-235P	107.0	107.0	107	
DLEC1P1	3921.0	3921.0	3921	
XYLB	2705.4117647058824	2573.0	6455	
ACVR2B-AS1	2517.0	2517.0	2517	
ACVR2B	13161.2	13814.0	14783	ActR-IIB,ACTRIIB,HTX4
EXOG	3315.6774193548385	3196.0	6306	ENDOGL1,ENDOGL2,ENGL,ENGL-a,ENGL-b,ENGLA,ENGLB
DDTP1	386.0	386.0	386	
RPL18AP7	617.0	617.0	617	RPL18A_2_364
SCN5A	8446.555555555555	8462.0	8504	CDCD2,CMD1E,CMPD2,HB1,HB2,HBBD,HH1,ICCD,IVF,LQT3,Nav1.5,PFHB1,SSS1,VF1
SCN10A	5897.5	5872.5	6119	FEPS2,hPN3,Nav1.8,PN3,SNS
LOC105377034	357.0	357.0	357	
LOC107986042	1785.0	1785.0	1785	
SCN11A	5953.888888888889	6068.0	6957	FEPS3,HSAN7,NaN,NAV1.9,PN5,SCN12A,SNS-2
RNU6-1227P	107.0	107.0	107	
WDR48	4079.8333333333335	3963.0	4791	P80,SPG60,UAF1
GORASP1	3380.25	3398.5	4246	GOLPH5,GRASP65,P65
TTC21A	3976.818181818182	4163.5	4305	IFT139A,SPGF37,STI2
MIR6822	35.0	24.0	61	hsa-mir-6822
CSRNP1	3051.5	3159.5	3319	AXUD1,CSRNP-1,FAM130B,TAIP-3,URAX1
LOC101928263	1064.0	1064.0	1347	
LOC105377035	472.0	472.0	472	
XIRP1	5376.0	6223.0	6461	CMYA1,Xin
LOC102724104	2155.6666666666665	1874.0	2750	
CX3CR1	3182.5	3184.0	3256	CCRL1,CMKBRL1,CMKDR1,GPR13,GPRV28,V28
ADAD1P1	1165.0	1165.0	1165	
CCR8	1484.0	1484.0	1484	CC-CKR-8,CCR-8,CDw198,CKRL1,CMKBR8,CMKBRL2,CY6,GPRCY6,TER1
HNRNPA1P21	1163.0	1163.0	1163	HNRNPA1P
LOC105377644	1118.0	1118.0	1545	
EEF1A1P24	1638.0	1638.0	1638	
LOC105377037	1568.0	1196.0	2527	
SLC25A38	2169.4	2101.0	2974	SIDBA2
RPSA	1147.5	1147.5	1155	37LRP,67LR,ICAS,LAMBR,lamR,LAMR1,LBP,LBP/p40,LRP,LRP/LR,NEM/1CHD4,p40,SA
SNORA6	149.0	149.0	149	ACA6
SNORA62	154.0	154.0	154	E2,E2-1,RNE2,RNU108
LOC107986075	1781.0	1781.0	1781	
LOC105377038	432.0	432.0	432	
MOBP	3958.285714285714	3390.0	6097	
NFU1P1	782.0	782.0	782	
LOC105377039	955.2857142857143	988.0	1454	
MYRIP	4906.0	4885.0	5073	SLAC2-C,SLAC2C
RNU4-56P	142.0	142.0	142	
EIF1B-AS1	2114.0	2114.0	2114	
LOC105377645	544.0	544.0	544	
RN7SL411P	300.0	300.0	300	
EIF1B	987.0	987.0	987	GC20
PGAM1P3	554.0	554.0	554	
ENTPD3	2699.25	2981.0	3159	CD39L3,HB6,NTPDase-3
ENTPD3-AS1	2039.0	2039.0	2039	
RPL14	7080.5	7080.5	7136	CAG-ISL-7,CTG-B33,hRL14,L14,RL14
ZNF619	3669.818181818182	4692.0	4991	
RNU5B-2P	87.0	87.0	87	
ZNF620	4266.090909090909	5528.0	5881	
ZNF621	7687.875	8380.0	8997	
RPL5P10	1013.0	1013.0	1013	RPL5_4_365
EEF1GP3	1391.0	1391.0	1391	
HMGN2P24	1187.0	1187.0	1187	
LOC105377043	5337.666666666667	5862.0	6008	
RPS27P4	345.0	345.0	345	RPS27_5_366
LOC105377045	392.0	392.0	392	
MRPS31P1	213.0	213.0	213	
CTNNB1	3447.0833333333335	3374.5	3941	armadillo,CTNNB,EVR7,MRD19,NEDSDV
ULK4	3714.1428571428573	4129.0	4323	FAM7C1,REC01035
LOC105377046	8161.0	8161.0	8315	
RN7SKP58	305.0	305.0	305	
ATP6V0E1P2	488.0	488.0	488	
RPL36P20	316.0	316.0	316	
LOC107986077	956.0	956.0	956	
TRAK1	4573.774193548387	5048.0	5809	EIEE68,MILT1,OIP106
TPMTP2	920.0	920.0	920	
RNU4-78P	126.0	126.0	126	
LOC105377048	1074.0	961.0	1413	
CCK	1126.5	1126.5	1504	
SALL4P6	1576.0	1576.0	1576	
EIF4BP4	1876.0	1876.0	1876	
LYZL4	1043.2	1000.0	1398	LYC4,LYZA
RPL35AP8	309.0	309.0	309	RPL35A_1_367
VIPR1	2955.230769230769	2754.0	3606	HVR1,II,PACAP-R-2,PACAP-R2,RDC1,V1RG,VAPC1,VIP-R-1,VIPR,VIRG,VPAC1,VPAC1R,VPCAP1R
VIPR1-AS1	181.0	181.0	181	
SEC22C	4496.5	6294.0	8349	SEC22L3
SS18L2	1814.0	1814.0	2697	KIAA-iso
NKTR	7926.25	7320.5	12687	p104
LOC101928323	502.0	502.0	502	
ZBTB47	5494.0	5494.0	5494	ZNF651
RN7SL567P	303.0	303.0	303	
KLHL40	2499.0	2499.0	2499	KBTBD5,NEM8,SRYP,SYRP
HHATL	1776.4117647058824	1751.0	2136	C3orf3,GUP1,MBOAT3,MSTP002,OACT3
HHATL-AS1	992.0	992.0	992	
CCDC13	5099.777777777777	6492.0	7105	
CCDC13-AS1	554.0	554.0	554	
LINC02158	897.0	897.0	897	
HIGD1A	2832.0	2791.0	2938	HIG1,RCF1a
CCDC58P4	681.0	681.0	681	
ACKR2	2990.0	2990.0	2990	CCBP2,CCR10,CCR9,CMKBR9,D6,hD6
CYP8B1	3688.0	3688.0	3688	CP8B,CYP12
HNRNPA1P22	1323.0	1323.0	1323	
ZNF662	5465.0	5465.0	5549	
KRBOX1-AS1	2142.0	2142.0	2142	
KRBOX1	692.0	692.0	692	
GASK1A	3389.0	3389.0	3389	C3orf41,FAM198A
POMGNT2	2630.5	2611.0	2766	AGO61,C3orf39,GTDC2,MDDGA8,MDDGC8
LOC107986079	5028.5	5028.5	6687	
LOC105377051	622.0	622.0	622	
LOC105377052	425.0	425.0	425	
SNRK	5016.75	5171.0	5266	HSNFRK
RN7SL517P	305.0	305.0	305	
SNRK-AS1	3475.0	3475.0	3475	
ANO10	2545.8571428571427	2545.0	3155	SCAR10,TMEM16K
LOC107986080	4001.0	4001.0	4001	
RPL18AP9	998.0	998.0	998	
TUBAP3	869.0	869.0	869	TUBA8P1
ABHD5	4559.0	5254.0	5608	CGI58,IECN2,NCIE2
LOC105377054	2642.0	2642.0	2642	
LOC107986081	245.0	245.0	245	
RNU6-367P	100.0	100.0	100	
MIR138-1	48.0	23.0	99	mir-138-1,MIRN138-1
TOPAZ1	5065.5	5147.0	5637	C3orf77
LOC105377055	506.0	506.0	556	
TCAIM	3425.0	3393.0	5063	C3orf23,TOAG-1,TOAG1
C3orf86	1664.6666666666667	767.0	3474	LINC00694
LINC01988	866.0	866.0	866	
ZNF445	10877.714285714286	8236.0	18314	ZKSCAN15,ZNF168,ZSCAN47
LOC101928529	792.0	792.0	872	
ZNF852	2180.0	2180.0	2180	
EI24P3	1418.0	1418.0	1418	
LOC100419748	756.0	756.0	756	
ZKSCAN7	2474.8	1930.0	3492	ZFP,ZNF167,ZNF448,ZNF64,ZSCAN39
ZKSCAN7-AS1	456.0	456.0	456	
MPRIPP1	3874.0	3874.0	3874	
ZNF660-ZNF197	5326.833333333333	5346.0	7708	
ZNF660	5834.0	5834.0	5834	
ZNF197-AS1	623.0	623.0	623	
ZNF197	5589.857142857143	7438.0	7663	D3S1363E,P18,VHLaK,ZKSCAN9,ZNF166,ZNF20,ZSCAN41
ZNF35	2658.0	2658.0	2658	HF.10,HF10,Zfp105
LOC100419752	988.0	988.0	988	
LOC101928592	1144.0	1144.0	1144	
SOCS5P3	1575.0	1575.0	1575	
ZNF502	3252.6	3269.0	3392	
LOC105377056	920.6666666666666	847.0	1296	
ZNF501	3221.0	3221.0	3353	ZNF,ZNF52
KIAA1143	5106.5	5106.5	5134	
KIF15	4337.384615384615	4580.0	5026	HKLP2,KLP2,KNSL7,NY-BR-62
HNRNPA1P77	938.0	938.0	938	
MIR564	56.5	56.5	94	hsa-mir-564,MIRN564
TMEM42	977.0	977.0	977	
PPIAP18	742.0	742.0	742	
TGM4	3264.0	3264.0	3391	hTGP,TGP
ZDHHC3	6861.181818181818	4069.5	12696	DHHC-3,DHHC3,GODZ,ZNF373
RPL12P44	941.0	941.0	941	
EXOSC7	1372.7142857142858	1246.0	2053	EAP1,hRrp42p,p8,RRP42,Rrp42p
CLEC3B	936.25	814.5	1374	TN,TNA
RNU5B-3P	72.0	72.0	72	
CDCP1	5012.0	5905.0	5965	CD318,SIMA135,TRASK
RPS24P8	510.0	510.0	510	RPS24_4_368
LOC101928636	3162.0	3300.5	3934	
TMEM158	1822.0	1822.0	1822	BBP,p40BBP,RIS1
LOC105377061	1517.0	1517.0	1811	
LOC105377062	905.5	905.5	989	
LARS2	3931.5	4112.5	4781	HLASA,LEURS,mtLeuRS,PRLTS4
LARS2-AS1	1854.0	1854.0	1854	
LIMD1	7570.5	7570.5	11442	
LIMD1-AS1	2300.0	2300.0	2300	
TRR-ACG2-1	73.0	73.0	73	
SACM1L	3526.5	3545.0	3614	SAC1
RN7SL145P	296.0	296.0	296	
SLC6A20	4410.5	5369.5	5746	SIT1,XT3,Xtrp3
LOC107986082	4984.0	4984.0	4984	
LOC107986083	1832.0	1832.0	1832	
LZTFL1	3943.4285714285716	3936.0	4346	BBS17
SDHDP4	1299.0	1299.0	1299	
CCR9	2735.0	2590.0	3282	CC-CKR-9,CDw199,GPR-9-6,GPR28
FYCO1	8148.833333333333	8552.5	9679	CATC2,CTRCT18,RUFY3,ZFYVE7
CXCR6	2263.25	2266.0	2553	BONZO,CD186,STRL33,TYMSTR
LOC105377063	359.6666666666667	363.0	395	
XCR1	5050.454545454545	5262.0	6452	CCXCR1,GPR5
NRBF2P2	1800.0	1800.0	1800	
LOC105377067	1982.5	1982.5	2141	
FLT1P1	1528.0	1528.0	1528	
CCR1	2646.0	2646.0	2646	CD191,CKR-1,CKR1,CMKBR1,HM145,MIP1aR,SCYAR1
CCR3	1972.625	1756.0	2790	CC-CKR-3,CD193,CKR3,CMKBR3
UQCRC2P1	1589.0	1589.0	1589	
CCR2	3267.6666666666665	3520.0	3611	CC-CKR-2,CCR-2,CCR2A,CCR2B,CD192,CKR2,CKR2A,CKR2B,CMKBR2,MCP-1-R
CCR5AS	951.0	951.0	951	
CCR5	3543.5	3543.5	3661	CC-CKR-5,CCCKR5,CCR-5,CD195,CKR-5,CKR5,CMKBR5,IDDM22
CCRL2	1618.8	1596.0	1700	ACKR5,CKRX,CRAM,CRAM-A,CRAM-B,HCR
LINC02009	3035.0	3035.0	3035	
LTF	2784.75	2786.0	2852	GIG12,HEL110,HLF2,LF
RTP3	837.0	837.0	837	LTM1,TMEM7,Z3CXXC3
LRRC2	3998.75	4908.5	4992	
LRRC2-AS1	633.0	633.0	633	LUZP3,LUZP3P,LUZPP1
TDGF1	1872.0	1872.0	1956	CR,CR-1,CRGF,CRIPTO
FAM240A	1736.0	1736.0	1736	
ALS2CL	4437.692307692308	4836.5	6609	RN49018
TMIE	2128.3333333333335	2107.0	2417	DFNB6
PRSS50	1332.0	1332.0	1332	CT20,TSP50
PRSS46P	980.0	980.0	980	PRSS46,TESSP6
PRSS45P	946.0	946.0	946	PRSS45,TESPL,TESSP5
PRSS43P	1767.0	1767.0	1767	PRSS43,TESSP3
PRSS44P	2071.0	2071.0	2071	PRSS44,TESSP-4,TESSP4
PRSS42P	1511.5	1511.5	1744	PRSS42,TESSP2
MYL3	885.0	885.0	885	CMH8,MLC-lV/sb,MLC1SB,MLC1V,VLC1,VLCl
PTH1R	2375.625	2182.5	3925	EKNS,PFE,PTHR,PTHR1
CCDC12	2808.3	1330.5	7770	
NBEAL2	8344.714285714286	8738.5	9496	BDPLT4,GPS
NRADDP	1012.0	1012.0	1012	
SETD2	7801.705882352941	8410.0	8737	HBP231,HIF-1,HIP-1,HSPC069,HYPB,KMT3A,LLS,p231HBP,SET2
MRPL57P3	196.0	196.0	196	MRP63P3
KIF9-AS1	2540.0	2540.0	2540	
KIF9	2792.470588235294	2780.0	3555	
SNORD13J	93.0	93.0	93	
SNORD13P3	102.0	102.0	102	RNU13P3,U13,U13.4B
KLHL18	4338.571428571428	4519.0	4656	
PTPN23	5191.0	5227.0	5237	HD-PTP,HDPTP,PTP-TD14
SCAP	3803.222222222222	3912.0	4270	
LOC105377073	342.0	342.0	342	
ELP6	2013.1666666666667	2016.5	2934	C3orf75,TMEM103
BOLA2P2	567.0	567.0	567	
LOC105377074	984.0	984.0	984	
RN7SL870P	296.0	296.0	296	
CSPG5	2204.8	2235.0	2317	NGC
SMARCC1	6354.0	6354.0	6354	BAF155,CRACC1,Rsc8,SRG3,SWI3
SNORD146	130.0	130.0	130	
DHX30	3850.6	3978.0	4387	DDX30,NEDMIAL,RETCOR
MIR1226	41.0	26.0	75	hsa-mir-1226,mir-1226,MIRN1226
MAP4	7961.25	8175.5	11732	
VPS26BP1	752.0	752.0	752	
RN7SL664P	301.0	301.0	301	
RPL17P16	617.0	617.0	617	RPL17_4_369
CDC25A	3675.6	3724.0	3844	CDC25A2
SNRPFP4	238.0	238.0	238	
RNU7-128P	62.0	62.0	62	
NDUFB1P1	320.0	320.0	320	bcm3095,NDUFB1P
MIR4443	35.0	35.0	53	mir-4443
CAMP	591.0	591.0	591	CAP-18,CAP18,CRAMP,FALL-39,FALL39,HSD26,LL37
ZNF589	3367.0	3367.0	3367	SZF1
MRPS18AP1	922.0	922.0	922	
NME6	3017.8518518518517	2981.0	6238	IPIA-ALPHA,NDK 6,NM23-H6
FCF1P2	1400.0	1400.0	1400	
SPINK8	1324.2	1183.0	1981	
MIR2115	48.0	22.0	100	
FBXW12	1587.25	1560.0	1765	FBW12,FBXO12,FBXO35
RN7SL321P	299.0	299.0	299	
PLXNB1	8502.23076923077	7294.0	11147	PLEXIN-B1,PLXN5,SEP
LOC105377077	1959.0	1959.0	1959	
CCDC51	1548.0	1496.5	1941	
TMA7	557.6666666666666	557.0	561	CCDC72,HSPC016
ATRIP	4022.75	4535.5	4617	
ATRIP-TREX1	4299.0	4299.0	4299	
TREX1	1207.0	1207.0	1318	AGS1,CRV,DRN3,HERNS
SHISA5	2158.6	2159.5	2385	SCOTIN
PFKFB4	3677.4166666666665	3589.5	4337	
MIR6823	34.333333333333336	21.0	61	hsa-mir-6823
UCN2	1498.0	1498.0	1498	SRP,UCN-II,UCNI,UR,URP
COL7A1	8171.857142857143	7882.5	9277	EBD1,EBDCT,EBR1,NDNC8
MIR711	49.0	49.0	76	hsa-mir-711
UQCRC1	1780.0	1780.0	1965	D3S3191,QCR1,UQCR1
SNORA94	231.0	231.0	231	
TMEM89	576.0	576.0	576	
SLC26A6	2549.0	2581.0	2731	
MIR6824	35.333333333333336	22.0	63	hsa-mir-6824
CELSR3	11933.0	11933.0	11933	ADGRC3,CDHF11,EGFL1,FMI1,HFMI1,MEGF2,RESDA1
MIR4793	44.666666666666664	24.0	87	
LINC02585	204.0	204.0	204	CELSR3-AS1
NCKIPSD	3101.0	3086.0	3252	AF3P21,DIP,DIP1,ORF1,SPIN90,VIP54,WASLBP,WISH
IP6K2	2268.9607843137255	2232.0	3886	IHPK2,InsP6K2,PIUS
PRKAR2A	3998.6666666666665	2848.0	6492	PKR2,PRKAR2
PRKAR2A-AS1	3428.5	3428.5	3468	
SLC25A20	1778.0	1778.0	1778	CAC,CACT
ARIH2OS	1598.0	1598.0	1598	C3orf71
ARIH2	4533.690476190476	4820.0	6867	ARI2,TRIAD1
P4HTM	2027.0	2027.0	2283	EGLN4,HIDEA,HIFPH4,P4H-TM,PH-4,PH4,PHD4
WDR6	4114.0	4070.0	4286	
DALRD3	1825.909090909091	1848.0	2069	
MIR425	44.0	23.0	87	hsa-mir-425,mir-425,MIRN425
NDUFAF3	940.0	923.5	1016	2P1,C3orf60,E3-3,MC1DN18
MIR191	45.666666666666664	23.0	92	miR-191,MIRN191
IMPDH2	1889.5	1916.0	2075	IMPD2,IMPDH-II
QRICH1	3408.5555555555557	3475.0	3619	AB-DIP,VERBRAS
RN7SL182P	300.0	300.0	300	
QARS1	2397.25	2408.0	2449	GLNRS,MSCCA,PRO2195,QARS
MIR6890	34.0	21.0	61	hsa-mir-6890
USP19	4641.585365853659	4710.0	4890	ZMYND9
LAMB2	5657.0	5657.0	5692	LAMS,NPHS5
LAMB2P1	1543.0	1543.0	1543	LAMB2L
CCDC71	1791.0	1791.0	1791	
KLHDC8B	2020.0	2003.0	2107	CHL
C3orf84	1317.5	1470.0	1626	
CCDC36	2603.4285714285716	2683.0	2994	CT74
C3orf62	3748.0	3748.0	3748	
MIR4271	43.0	43.0	67	
USP4	3184.0	3929.0	4070	UNP,Unph
LOC107986084	1253.0	1253.0	1253	
GPX1	1009.6	1013.0	1178	GPXD,GSHPX1
RHOA	1759.0	1745.0	1944	ARH12,ARHA,RHO12,RHOH12
TCTA	2147.0	2147.0	2147	
AMT	1884.8	1865.0	1997	GCE,GCST,GCVT,NKH
NICN1	3227.0	3227.0	3227	
RNA5SP130	114.0	114.0	114	RN5S130
DAG1	5622.0	5645.0	5886	156DAG,A3a,AGRNR,DAG,LGMDR16,MDDGA9,MDDGC7,MDDGC9
BSN-DT	2603.0	2603.0	2603	BSN-AS2
BSN	15971.0	15971.0	15971	ZNF231
APEH	2468.1111111111113	2410.0	3497	AARE,ACPH,APH,D3F15S2,D3S48E,DNF15S2,OPH
MST1	2229.5454545454545	2312.0	2403	D3F15S2,DNF15S2,HGFL,MSP,NF15S2
RNF123	4338.5	4281.0	4495	FP1477,KPC1
AMIGO3	2856.0	2856.0	2856	ALI3,AMIGO-3
GMPPB	2416.0	2416.0	3144	LGMDR19,MDDGA14,MDDGB14,MDDGC14
IP6K1	4464.666666666667	4471.0	4806	IHPK1,PiUS
COX6CP14	174.0	174.0	174	
PHF5EP	926.0	926.0	926	
CDHR4	2615.181818181818	2623.0	2852	CDH29,PRO34300
INKA1	1023.3333333333334	1033.0	1084	C3orf54,FAM212A
UBA7	3118.75	3214.0	3875	D8,UBA1B,UBE1L,UBE2
MIR5193	65.5	65.5	109	mir-5193
TRAIP	1998.0	2061.0	2118	RNF206,SCKL9,TRIP
CAMKV	2951.5	2951.5	2998	1G5,VACAMKL
RN7SL217P	286.0	286.0	286	
ACTBP13	3962.0	3962.0	3962	
MST1R	4400.307692307692	4390.0	4772	CD136,CDw136,NPCA3,PTK8,RON,SEA
LOC102724438	1477.75	1548.5	1739	
MON1A	1950.0	1913.0	2230	SAND1
